geo.name,indicator.name,geo,indicator,1800,1801,1802,1803,1804,1805,1806,1807,1808,1809,1810,1811,1812,1813,1814,1815,1816,1817,1818,1819,1820,1821,1822,1823,1824,1825,1826,1827,1828,1829,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
Dominica,Child mortality (under age five),dma,u5mr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.7,127.2,116.9,107.8,99.7,92.7,86.4,80.9,75.7,70.3,64.4,58.2,51.7,45.2,39.3,34.1,29.7,26.1,23.3,21.1,19.5,18.3,17.5,17,16.8,16.7,16.7,16.8,16.9,17,17.1,17.1,17.1,17,16.8,16.6,16.3,16,15.8,15.5,15.4,15.2,15.2,15.3,15.6,16.1,16.7,17.6,18.8,20.3,22.1,24.2,26.7,29.2,31.4,33,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dominican Republic,Child mortality (under age five),dom,u5mr,445.15,445.15,445.15,445.15,445.15,445.15,445.15,445.15,445.15,445.15,445.15,445.15,445.15,445.15,445.15,445.15,445.15,445.15,445.15,445.15,445.15,445.15,445.15,445.15,445.15,445.15,445.15,445.15,445.15,445.15,445.15,445.15,445.15,445.15,445.15,445.15,445.15,445.15,445.15,445.15,445.15,445.15,445.15,445.15,445.15,445.15,445.15,445.15,445.15,445.15,445.15,445.15,445.15,445.15,445.15,445.15,445.15,445.15,445.15,445.15,445.15,445.15,445.15,445.15,445.15,445.15,445.15,445.15,445.15,445.15,445.15,445.15,445.15,445.15,445.15,445.15,445.15,445.15,445.15,445.15,445.15,445.15,445.15,445.15,445.15,445.15,445.15,445.15,445.15,445.15,445.15,445.15,445.15,445.15,445.14,445.11,445.04,444.92,444.75,444.5,444.19,443.81,443.35,442.83,442.24,441.58,440.85,440.05,439.18,438.25,437.27,436.26,435.23,434.18,433.14,432.09,431.05,430.01,428.96,427.92,426.87,425.83,424.78,423.74,422.69,421.65,420.6,419.56,418.52,417.47,416.43,412.597,408.788,404.983,401.202,397.426,381.858,367.936,353.302,340.211,326.458,301.966,279.296,258.314,238.896,220.925,204.295,188.906,174.666,161.491,149.3,149.4,149.4,149.4,149.6,149.6,149.6,149.4,148.9,148.4,147.5,146,144.3,142.2,139.9,137.3,134.5,131.7,128.8,126,122.9,119.6,116.1,112.3,108.5,104.6,100.8,97.1,93.5,90.2,86.9,83.8,80.8,77.9,75,72.4,69.7,67.2,64.7,62.3,59.9,57.6,55.4,53.1,51,48.9,47,45.2,43.7,42.2,41,39.9,39,38.1,37.4,36.8,36.2,35.7,35.2,34.8,34.4,33.9,33.4,32.8,32.2,31.5,30.7,29.958,29.212,28.468,27.725,26.985,26.254,25.539,24.841,24.164,23.504,22.863,22.239,21.634,21.046,20.477,19.926,19.393,18.883,18.396,17.936,17.505,17.102,16.724,16.368,16.031,15.706,15.389,15.077,14.766,14.457,14.151,13.851,13.554,13.263,12.98,12.702,12.432,12.169,11.913,11.661,11.413,11.168,10.927,10.692,10.461,10.24,10.026,9.821,9.625,9.437,9.256,9.081,8.911,8.743,8.581,8.423,8.269,8.118,7.972,7.83,7.692,7.558,7.429,7.302,7.18,7.062,6.946,6.833,6.723,6.617,6.511,6.409,6.308,6.209,6.111,6.015,5.921,5.829,5.738,5.648,5.561,5.474,5.391,5.391
East Germany,Child mortality (under age five),deu_east,u5mr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ecuador,Child mortality (under age five),ecu,u5mr,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.95,405.92,405.86,405.75,405.59,405.37,405.09,404.74,404.32,403.85,403.31,402.7,402.04,401.31,400.51,399.67,398.78,397.86,396.91,395.96,395.01,394.06,393.1,392.15,391.2,390.25,389.29,388.34,387.39,386.43,385.48,384.53,383.58,382.62,381.67,380.72,379.77,377.317,374.882,372.455,370.035,367.612,365.207,362.809,360.419,358.027,341.464,325.465,309.995,295.051,280.617,266.641,257.176,248.044,239.231,230.727,222.522,220.684,217.061,213.54,210.121,206.8,200.8,194.9,189.2,183.6,178.3,173.2,168.4,163.8,159.5,155.4,151.5,147.9,144.4,141,137.4,133.7,129.6,125.2,120.5,115.7,110.9,106.3,101.8,97.5,93.1,88.8,84.5,80.2,76.1,72.3,68.7,65.4,62.3,59.4,56.7,54,51.3,48.8,46.3,43.9,41.6,39.5,37.7,36,34.5,33.2,32,30.9,30,29.2,28.3,27.5,26.8,26,25.1,24.4,23.7,22.9,22.2,21.5,20.9,20.469,19.929,19.373,18.804,18.229,17.659,17.105,16.569,16.056,15.566,15.096,14.642,14.206,13.788,13.387,13.004,12.64,12.292,11.961,11.645,11.345,11.059,10.785,10.522,10.267,10.022,9.784,9.554,9.332,9.116,8.911,8.715,8.527,8.347,8.173,8.005,7.841,7.682,7.525,7.373,7.226,7.083,6.945,6.811,6.678,6.547,6.415,6.284,6.155,6.028,5.905,5.787,5.673,5.564,5.458,5.354,5.252,5.151,5.05,4.952,4.855,4.762,4.672,4.584,4.501,4.418,4.339,4.26,4.184,4.111,4.042,3.975,3.909,3.838,3.762,3.676,3.578,3.467,3.34,3.197,3.039,2.864,2.673,2.673
Egypt,Child mortality (under age five),egy,u5mr,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.68,404.65,404.58,404.48,404.32,404.1,403.81,403.47,403.05,402.58,402.04,401.44,400.77,400.05,399.26,398.41,397.52,396.61,395.67,394.72,393.77,392.82,391.87,390.92,389.97,389.02,388.07,387.12,386.17,385.22,384.27,383.32,382.37,381.42,408.46,408.69,350.99,383.57,400.66,384.01,392.61,371.52,393.02,354.84,350.58,336.49,353.24,338.04,396.61,404.08,360.77,372.36,370.272,368.196,366.131,364.078,362.037,360.007,357.988,355.981,353.985,360.5,350.9,341.5,332.2,322.7,313.2,303.4,293.4,283.8,275,267,260.3,254.8,250.2,246.6,243.3,239.7,235.5,230,223,214.6,205.4,195.8,186.2,176.7,167.4,158,148.4,138.4,128.4,118.6,109.8,102.2,95.8,90.5,85.9,81.7,77.6,73.4,69.1,64.9,60.7,56.8,53.2,49.9,46.9,44.2,41.8,39.7,37.8,36.1,34.6,33.1,31.7,30.4,29.1,27.9,26.7,25.6,24.7,23.7,22.8,22.021,21.292,20.629,20.024,19.472,18.961,18.482,18.026,17.588,17.163,16.753,16.358,15.976,15.604,15.241,14.888,14.545,14.213,13.891,13.579,13.277,12.987,12.708,12.439,12.179,11.928,11.685,11.45,11.221,10.998,10.781,10.57,10.369,10.179,10.003,9.843,9.701,9.572,9.458,9.354,9.254,9.156,9.059,8.961,8.864,8.768,8.679,8.594,8.516,8.444,8.379,8.32,8.266,8.217,8.171,8.129,8.087,8.047,8.007,7.968,7.929,7.889,7.853,7.818,7.784,7.754,7.725,7.7,7.675,7.648,7.619,7.588,7.56,7.538,7.527,7.533,7.558,7.606,7.677,7.776,7.9,8.051,8.229,8.229
El Salvador,Child mortality (under age five),slv,u5mr,461.6,461.6,461.6,461.6,461.6,461.6,461.6,461.6,461.6,461.6,461.6,461.6,461.6,461.6,461.6,461.6,461.6,461.6,461.6,461.6,461.6,461.6,461.6,461.6,461.6,461.6,461.6,461.6,461.6,461.6,461.6,461.6,461.6,461.6,461.6,461.6,461.6,461.6,461.6,461.6,461.6,461.6,461.6,461.6,461.6,461.6,461.6,461.6,461.6,461.6,461.6,461.6,461.6,461.6,461.6,461.6,461.6,461.6,461.6,461.6,461.6,461.6,461.6,461.6,461.6,461.6,461.6,461.6,461.6,461.6,461.6,461.6,461.6,461.6,461.6,461.6,461.6,461.6,461.6,461.6,461.6,461.6,461.6,461.6,461.6,461.6,461.6,461.6,461.6,461.6,461.6,461.6,461.6,461.6,461.59,461.55,461.48,461.36,461.18,460.93,460.6,460.21,459.74,459.2,458.58,457.9,457.14,456.31,455.4,454.44,453.43,452.38,451.31,450.23,449.15,448.06,446.98,445.9,444.81,443.73,442.65,441.56,440.48,439.4,438.31,437.23,436.15,435.06,433.98,432.9,431.81,419.138,405.524,393.471,381.742,370.285,357.971,347.085,336.472,325.052,314.925,305.08,295.459,285.102,275.935,267.003,256.247,245.912,235.983,226.444,217.28,216.025,213.522,211.035,208.561,206.1,201.8,197.6,193.5,189.5,185.8,182.3,178.8,175.4,172.3,169.2,166.2,163.4,160.6,157.7,154.8,151.8,148.6,145.2,141.4,137.2,132.4,127.5,122.2,116.6,110.7,104.7,98.5,92.4,86.5,80.9,75.8,71.1,66.9,63.1,59.6,56.4,53.3,50.3,47.3,44.4,41.7,39.1,36.7,34.5,32.5,30.7,29.1,27.5,26.1,24.7,23.4,22.3,21.2,20.2,19.2,18.3,17.5,16.8,16.1,15.5,15,14.424,13.902,13.389,12.888,12.412,11.972,11.571,11.213,10.892,10.603,10.336,10.081,9.833,9.589,9.35,9.118,8.895,8.68,8.474,8.275,8.081,7.894,7.713,7.536,7.366,7.2,7.041,6.887,6.738,6.595,6.455,6.32,6.19,6.062,5.937,5.814,5.694,5.576,5.462,5.351,5.246,5.146,5.05,4.959,4.872,4.788,4.706,4.625,4.545,4.467,4.39,4.313,4.239,4.167,4.096,4.026,3.958,3.892,3.827,3.763,3.701,3.641,3.582,3.523,3.467,3.411,3.357,3.302,3.249,3.198,3.146,3.095,3.046,2.997,2.949,2.902,2.856,2.811,2.767,2.724,2.682,2.642,2.601,2.601
Equatorial Guinea,Child mortality (under age five),gnq,u5mr,446.51,446.51,446.51,446.51,446.51,446.51,446.51,446.51,446.51,446.51,446.51,446.51,446.51,446.51,446.51,446.51,446.51,446.51,446.51,446.51,446.51,446.51,446.51,446.51,446.51,446.51,446.51,446.51,446.51,446.51,446.51,446.51,446.51,446.51,446.51,446.51,446.51,446.51,446.51,446.51,446.51,446.51,446.51,446.51,446.51,446.51,446.51,446.51,446.51,446.51,446.51,446.51,446.51,446.51,446.51,446.51,446.51,446.51,446.51,446.51,446.51,446.51,446.51,446.51,446.51,446.51,446.51,446.51,446.51,446.51,446.51,446.51,446.51,446.51,446.51,446.51,446.51,446.51,446.51,446.51,446.51,446.51,446.51,446.51,446.51,446.51,446.51,446.51,446.51,446.51,446.51,446.51,446.51,446.51,446.5,446.47,446.4,446.28,446.11,445.86,445.55,445.16,444.71,444.19,443.59,442.93,442.2,441.39,440.52,439.59,438.61,437.6,436.56,435.51,434.47,433.42,432.37,431.32,430.27,429.23,428.18,427.13,426.08,425.04,423.99,422.94,421.89,420.84,419.8,418.75,417.7,415.938,414.181,412.436,410.685,408.938,407.194,405.464,403.728,401.995,400.266,398.54,396.828,395.109,393.394,391.683,380.618,369.783,359.198,347.758,337.659,335.958,332.566,329.193,325.842,322.511,319.201,315.912,312.645,309.401,306.179,302.982,299.809,296.657,293.527,290.411,287.304,284.205,281.11,278.02,274.999,272.127,269.407,266.775,264.119,261.176,257.633,253.331,248.246,242.485,236.335,230.201,224.465,219.4,215.2,210.9,207,202.8,198.7,194.6,190.7,186.8,182.8,178.9,175.2,171.4,167.6,163.7,159.7,155.6,151.6,147.5,143.4,139.2,135,130.8,126.6,122.5,118.4,114.4,110.6,107,103.7,100.4,97.1,94,90.9,88.681,86.216,83.867,81.621,79.465,77.378,75.34,73.336,71.353,69.384,67.435,65.509,63.605,61.723,59.865,58.035,56.242,54.493,52.798,51.169,49.609,48.119,46.694,45.325,44.003,42.711,41.439,40.179,38.927,37.673,36.427,35.201,34.005,32.859,31.784,30.792,29.889,29.078,28.35,27.696,27.095,26.525,25.976,25.437,24.903,24.376,23.859,23.346,22.837,22.328,21.823,21.324,20.83,20.346,19.871,19.407,18.96,18.53,18.126,17.75,17.406,17.092,16.806,16.544,16.303,16.073,15.85,15.63,15.409,15.188,14.968,14.75,14.535,14.323,14.112,13.905,13.7,13.496,13.296,13.098,12.903,12.71,12.52,12.52
Eritrea,Child mortality (under age five),eri,u5mr,441.12,441.12,441.12,441.12,441.12,441.12,441.12,441.12,441.12,441.12,441.12,441.12,441.12,441.12,441.12,441.12,441.12,441.12,441.12,441.12,441.12,441.12,441.12,441.12,441.12,441.12,441.12,441.12,441.12,441.12,441.12,441.12,441.12,441.12,441.12,441.12,441.12,441.12,441.12,441.12,441.12,441.12,441.12,441.12,441.12,441.12,441.12,441.12,441.12,441.12,441.12,441.12,441.12,441.12,441.12,441.12,441.12,441.12,441.12,441.12,441.12,441.12,441.12,441.12,441.12,441.12,441.12,441.12,441.12,441.12,441.12,441.12,441.12,441.12,441.12,441.12,441.12,441.12,441.12,441.12,441.12,441.12,441.12,441.12,441.12,441.12,441.12,441.12,441.12,441.12,441.12,441.12,441.12,441.12,441.11,441.08,441.01,440.89,440.72,440.48,440.17,439.79,439.34,438.82,438.24,437.58,436.86,436.06,435.2,434.28,433.31,432.31,431.29,430.26,429.22,428.18,427.15,426.11,425.08,424.04,423.01,421.97,420.94,419.9,418.87,417.83,416.8,415.76,414.73,413.69,412.66,411.792,410.934,410.065,409.205,408.334,407.472,406.599,405.736,404.861,403.996,403.12,402.253,401.375,400.506,399.626,385.578,373.059,359.713,347.807,335.105,333.131,328.942,324.271,319.118,313.492,307.43,300.984,294.252,287.405,280.642,274.165,268.169,262.769,257.97,253.652,249.592,245.525,241.249,236.701,231.888,226.897,221.904,217.051,212.4,208.2,204,200,196.6,193.3,190.4,187.6,184.8,181.7,178.5,174.9,171.2,166.9,162.1,156.8,150.9,144.6,137.8,130.8,123.9,117,110.6,104.5,98.9,93.7,88.9,84.4,80.3,76.4,72.7,69.2,65.9,62.9,60,57.4,55.2,53.1,51.1,49.3,47.6,45.9,44.5,41.181,38.881,36.667,34.567,32.59,30.729,28.979,27.345,25.83,24.44,23.167,22,20.928,19.94,19.024,18.168,17.365,16.603,15.884,15.209,14.583,14.009,13.483,13,12.555,12.14,11.75,11.379,11.026,10.687,10.367,10.064,9.778,9.506,9.248,9.004,8.771,8.549,8.337,8.132,7.935,7.745,7.566,7.396,7.241,7.101,6.976,6.866,6.768,6.68,6.597,6.517,6.437,6.357,6.277,6.198,6.123,6.051,5.982,5.915,5.85,5.786,5.724,5.663,5.604,5.545,5.488,5.432,5.379,5.326,5.275,5.225,5.175,5.128,5.082,5.036,4.991,4.947,4.905,4.863,4.822,4.782,4.743,4.743
Eritrea and Ethiopia,Child mortality (under age five),eri_a_eth,u5mr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estonia,Child mortality (under age five),est,u5mr,362.15,362.15,362.15,362.15,362.15,362.15,362.15,362.15,362.15,362.15,362.15,362.15,362.15,362.15,362.15,362.15,362.15,362.15,362.15,362.15,362.15,362.15,362.15,362.15,362.15,362.15,362.15,362.15,362.15,362.15,362.15,362.15,362.15,362.15,362.15,362.15,362.15,362.15,362.15,362.15,362.15,362.15,362.15,362.15,362.15,362.15,362.15,362.15,362.15,362.15,362.15,362.15,362.15,362.15,362.15,362.15,362.15,362.15,362.15,362.15,362.15,359.8,357.45,356.28,353.98,351.67,349.37,348.22,345.92,343.64,341.38,340.25,337.99,335.73,333.47,332.37,330.15,327.93,325.72,324.61,322.4,320.22,318.04,316.96,314.78,312.61,310.45,309.38,307.25,305.11,302.98,301.91,299.8,297.7,295.6,294.52,292.38,290.21,290.1,288.91,288.71,284.35,279.96,275.59,271.2,266.81,263.41,259,254.61,250.23,245.84,241.51,237.19,232.91,228.69,224.48,220.35,217.14,213.06,209.05,205.06,201.13,197.23,193.36,190.38,186.57,183.63,179.92,177.04,173.4,170.59,167.01,164.26,160.76,158.05,154.62,150.48,151.509,152.545,153.589,154.639,155.697,156.762,157.834,158.913,160,155.449,151.026,146.73,142.556,138.501,122.204,107.825,95.138,83.943,74.066,65.351,57.661,50.876,44.89,45.06,39.87,35.88,35.58,36.22,29.98,28.76,27.82,28,25.93,27.16,26.31,24.14,24.33,26.68,26.22,26.44,27.2,25.52,27.69,22.5,21.7,20.9,20.1,19.5,19,18.6,18.3,18.1,17.8,17.7,17.6,17.4,17,16.5,15.7,14.8,13.9,12.9,12,11,10.2,9.3,8.5,7.8,7.1,6.5,5.9,5.4,5,4.5,4.2,3.9,3.6,3.3,3.1,2.9,2.957,2.902,2.85,2.798,2.745,2.691,2.639,2.589,2.539,2.49,2.443,2.396,2.352,2.309,2.267,2.227,2.187,2.148,2.111,2.075,2.041,2.009,1.979,1.95,1.923,1.896,1.871,1.845,1.82,1.795,1.771,1.747,1.724,1.702,1.68,1.658,1.636,1.616,1.595,1.574,1.554,1.534,1.515,1.496,1.476,1.458,1.44,1.423,1.405,1.388,1.372,1.355,1.339,1.324,1.308,1.292,1.277,1.262,1.248,1.234,1.22,1.208,1.196,1.184,1.172,1.161,1.15,1.14,1.129,1.118,1.108,1.097,1.087,1.077,1.067,1.057,1.048,1.039,1.029,1.02,1.011,1.001,0.993,0.993
Ethiopia,Child mortality (under age five),eth,u5mr,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.87,447.83,447.76,447.64,447.47,447.22,446.91,446.52,446.07,445.54,444.95,444.28,443.54,442.74,441.86,440.93,439.95,438.93,437.89,436.84,435.79,434.74,433.69,432.64,431.59,430.54,429.48,428.43,427.38,426.33,425.28,424.23,423.18,422.13,421.08,420.03,418.98,416.319,413.677,411.042,408.416,405.797,403.187,400.584,397.99,395.403,392.825,390.245,387.683,385.129,382.583,380.045,369.573,359.315,348.244,338.503,328.96,326.97,322.769,318.126,313.044,307.528,301.604,295.317,288.748,282.033,275.335,268.838,262.728,257.159,252.213,247.912,244.2,243.9,243.9,243.4,243.1,242.9,242.6,242.4,242.5,242.5,242.5,242.5,242.2,241.4,239.9,237.5,234.5,230.7,226.7,222.6,218.6,214.8,211.1,207.3,203.2,198.6,193.4,187.5,180.9,174.3,167.7,161.3,155.4,149.6,143.7,137.4,130.9,124,117.1,110.2,103.5,97.1,91.2,85.9,80.9,76.2,72,68,64.4,61.3,58.4,56.287,53.912,51.555,49.2,46.867,44.614,42.483,40.485,38.621,36.887,35.268,33.746,32.312,30.956,29.671,28.454,27.302,26.212,25.188,24.239,23.37,22.578,21.859,21.203,20.598,20.031,19.491,18.97,18.46,17.965,17.485,17.029,16.59,16.17,15.766,15.377,15.002,14.64,14.287,13.946,13.615,13.295,12.987,12.691,12.41,12.142,11.89,11.652,11.43,11.223,11.03,10.85,10.679,10.517,10.361,10.209,10.06,9.913,9.767,9.62,9.474,9.33,9.188,9.049,8.913,8.783,8.656,8.534,8.414,8.298,8.185,8.073,7.961,7.851,7.742,7.635,7.53,7.427,7.327,7.23,7.135,7.044,6.955,6.955
Faeroe Islands,Child mortality (under age five),fro,u5mr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Falkland Is (Malvinas),Child mortality (under age five),flk,u5mr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiji,Child mortality (under age five),fji,u5mr,498.88,498.88,498.88,498.88,498.88,498.88,498.88,498.88,498.88,498.88,498.88,498.88,498.88,498.88,498.88,498.88,498.88,498.88,498.88,498.88,498.88,498.88,498.88,498.88,498.88,498.88,498.88,498.88,498.88,498.88,498.88,498.88,498.88,498.88,498.88,498.88,498.88,498.88,498.88,498.88,498.88,498.88,498.88,498.88,498.88,498.88,498.88,498.88,498.88,498.88,498.88,498.88,498.88,498.88,498.88,498.88,498.88,498.88,498.88,498.88,498.88,498.88,498.88,498.88,498.88,498.88,498.88,498.88,498.88,498.88,498.88,498.88,498.88,498.88,498.88,498.88,498.88,498.88,498.88,498.88,498.88,498.88,498.88,498.88,498.88,498.88,498.88,498.88,498.88,498.88,498.88,498.88,498.88,498.88,498.87,498.83,498.75,498.62,498.43,498.15,497.8,497.37,496.86,496.28,495.62,494.87,494.05,493.16,492.18,491.14,490.05,488.92,487.76,486.59,485.42,484.25,483.08,481.91,480.74,479.56,478.39,477.22,476.05,474.88,473.71,472.54,457.55,442.96,428.76,414.94,401.46,392.149,382.895,373.709,364.598,355.521,346.515,337.559,328.648,319.79,310.971,287.946,266.604,246.825,228.496,211.513,195.777,181.199,167.694,155.186,143.6,133.6,124.4,116.1,108.7,102,95.9,90.6,85.8,81.5,77.6,74.2,71.2,68.5,66,63.9,62.1,60.6,59.4,58.4,57.6,57,56.4,55.8,55,53.9,52.4,50.6,48.5,46.3,44,41.7,39.7,37.8,36.1,34.6,33.2,32,30.7,29.6,28.4,27.4,26.4,25.5,24.8,24.2,23.7,23.3,23,22.6,22.4,22.2,22.2,22.3,22.6,23.1,23.5,23.8,24.1,24.2,24.1,23.9,23.7,23.4,23,22.5,22,21.105,20.462,19.865,19.313,18.805,18.329,17.876,17.438,17.009,16.583,16.16,15.739,15.324,14.922,14.542,14.193,13.878,13.597,13.347,13.12,12.904,12.694,12.483,12.269,12.052,11.837,11.626,11.42,11.218,11.021,10.828,10.64,10.456,10.276,10.1,9.93,9.762,9.598,9.438,9.279,9.122,8.967,8.814,8.664,8.519,8.378,8.243,8.116,7.996,7.886,7.784,7.691,7.606,7.526,7.451,7.383,7.316,7.251,7.187,7.121,7.055,6.988,6.919,6.85,6.782,6.715,6.65,6.587,6.526,6.467,6.409,6.35,6.291,6.231,6.172,6.115,6.056,6,5.945,5.891,5.838,5.787,5.737,5.737
